,generation no.,mean,sd,min_val,max_val
0,0,-1.4051756553720804,0.4559983510163085,-1.783440429848913,-0.8377784936568322
0,1,-4.271106824911646,2.4479717662473375,-6.7729831245561725,-0.8497492489429024
0,2,-6.769682757345881,0.5878307909555579,-7.395733601448157,-5.924959237075237
0,3,-6.5842824272169995,0.5946747789187993,-7.395733601448157,-5.924959237075237
0,4,-6.710722775530056,0.5762817538173883,-7.435752607292685,-5.924959237075237
0,5,-6.897133109742486,0.808512420917073,-8.132544568407171,-5.924959237075237
0,6,-7.258824723404945,0.49318091302114303,-8.147790810637867,-6.800753257532511
0,7,-8.043781381931304,0.6622353255412002,-8.744447114962123,-6.951805601333859
0,8,-8.422007652533098,0.7688552313986636,-9.00937199917294,-6.951805601333859
0,9,-8.979449715883144,0.25327228996247636,-9.419599595142365,-8.71485723682902
0,10,-9.169047993150564,0.46827695497561844,-9.957363385510043,-8.71485723682902
0,11,-9.25462834170946,0.4702985016106988,-9.957363385510043,-8.71485723682902
0,12,-9.25462834170946,0.4702985016106988,-9.957363385510043,-8.71485723682902
0,13,-9.376766606246651,0.5667012515069443,-10.030290917828323,-8.71485723682902
0,14,-9.376766606246651,0.5667012515069443,-10.030290917828323,-8.71485723682902
0,15,-9.689592921610805,0.5553461578663151,-10.22211721907893,-8.71485723682902
0,16,-9.821780964357583,0.3472855667952306,-10.22211721907893,-9.375797450562915
0,17,-9.821780964357583,0.3472855667952306,-10.22211721907893,-9.375797450562915
0,18,-9.946255489640995,0.2674990137454133,-10.22211721907893,-9.436874376103747
0,19,-9.961242009306677,0.2720480534936995,-10.22211721907893,-9.436874376103747
0,20,-9.970841439344582,0.2740213795346106,-10.22211721907893,-9.436874376103747
0,21,-9.970841439344582,0.2740213795346106,-10.22211721907893,-9.436874376103747
0,22,-9.970841439344582,0.2740213795346106,-10.22211721907893,-9.436874376103747
0,23,-9.97739039832507,0.2768319325296415,-10.22211721907893,-9.436874376103747
0,24,-9.97739039832507,0.2768319325296415,-10.22211721907893,-9.436874376103747
0,25,-9.97739039832507,0.2768319325296415,-10.22211721907893,-9.436874376103747
0,26,-10.014615224985624,0.2988384439587903,-10.259226808611155,-9.436874376103747
0,27,-10.014615224985624,0.2988384439587903,-10.259226808611155,-9.436874376103747
0,28,-10.028953146700257,0.30922759102437797,-10.316884625978178,-9.436874376103747
0,29,-10.028953146700257,0.30922759102437797,-10.316884625978178,-9.436874376103747
0,30,-10.034155286624221,0.31263346774695533,-10.316884625978178,-9.436874376103747
0,31,-10.09894535101443,0.34337362310537,-10.384149340326692,-9.436874376103747
0,32,-10.09894535101443,0.34337362310537,-10.384149340326692,-9.436874376103747
0,33,-10.09894535101443,0.34337362310537,-10.384149340326692,-9.436874376103747
0,34,-10.09894535101443,0.34337362310537,-10.384149340326692,-9.436874376103747
0,35,-10.09894535101443,0.34337362310537,-10.384149340326692,-9.436874376103747
0,36,-10.110335496514816,0.3490312435967292,-10.384149340326692,-9.436874376103747
0,37,-10.118412103795944,0.3334743968733371,-10.384149340326692,-9.477257412509388
0,38,-10.118412103795944,0.3334743968733371,-10.384149340326692,-9.477257412509388
0,39,-10.118412103795944,0.3334743968733371,-10.384149340326692,-9.477257412509388
0,40,-10.123394708288862,0.3375686683587713,-10.409062362791277,-9.477257412509388
0,41,-10.123394708288862,0.3375686683587713,-10.409062362791277,-9.477257412509388
0,42,-10.123394708288862,0.3375686683587713,-10.409062362791277,-9.477257412509388
0,43,-10.123394708288862,0.3375686683587713,-10.409062362791277,-9.477257412509388
0,44,-10.239677409407179,0.13330450885831757,-10.409062362791277,-10.058670918100974
0,45,-10.370358356680146,0.22769528678004872,-10.762095230329637,-10.058670918100974
0,46,-10.531327956922109,0.23483097677481832,-10.863518919310781,-10.305078646200672
0,47,-10.531327956922109,0.23483097677481832,-10.863518919310781,-10.305078646200672
0,48,-10.531327956922109,0.23483097677481832,-10.863518919310781,-10.305078646200672
0,49,-10.531327956922109,0.23483097677481832,-10.863518919310781,-10.305078646200672
0,50,-10.531327956922109,0.23483097677481832,-10.863518919310781,-10.305078646200672
0,51,-10.531327956922109,0.23483097677481832,-10.863518919310781,-10.305078646200672
0,52,-10.531327956922109,0.23483097677481832,-10.863518919310781,-10.305078646200672
0,53,-10.531327956922109,0.23483097677481832,-10.863518919310781,-10.305078646200672
0,54,-10.53442195971032,0.23207089980935006,-10.863518919310781,-10.305078646200672
0,55,-10.53442195971032,0.23207089980935006,-10.863518919310781,-10.305078646200672
0,56,-10.53442195971032,0.23207089980935006,-10.863518919310781,-10.305078646200672
0,57,-10.53442195971032,0.23207089980935006,-10.863518919310781,-10.305078646200672
0,58,-10.53442195971032,0.23207089980935006,-10.863518919310781,-10.305078646200672
0,59,-10.53442195971032,0.23207089980935006,-10.863518919310781,-10.305078646200672
0,60,-10.53442195971032,0.23207089980935006,-10.863518919310781,-10.305078646200672
0,61,-10.538142851070216,0.2301725087543197,-10.863518919310781,-10.305078646200672
0,62,-10.538142851070216,0.2301725087543197,-10.863518919310781,-10.305078646200672
0,63,-10.541456389289475,0.22867262368534882,-10.863518919310781,-10.305078646200672
0,64,-10.541456389289475,0.22867262368534882,-10.863518919310781,-10.305078646200672
0,65,-10.541597807262495,0.22861266582869683,-10.863518919310781,-10.305078646200672
0,66,-10.541597807262495,0.22861266582869683,-10.863518919310781,-10.305078646200672
0,67,-10.590183218852243,0.22888837030720138,-10.863518919310781,-10.305078646200672
0,68,-10.590183218852243,0.22888837030720138,-10.863518919310781,-10.305078646200672
0,69,-10.66891090153283,0.21353019625848008,-10.95983851150705,-10.305078646200672
0,70,-10.66891090153283,0.21353019625848008,-10.95983851150705,-10.305078646200672
0,71,-10.66891090153283,0.21353019625848008,-10.95983851150705,-10.305078646200672
0,72,-10.66891090153283,0.21353019625848008,-10.95983851150705,-10.305078646200672
0,73,-10.670472292115255,0.2142513450015203,-10.95983851150705,-10.305078646200672
0,74,-10.670472292115255,0.2142513450015203,-10.95983851150705,-10.305078646200672
0,75,-10.687871457480757,0.2182512021800365,-10.95983851150705,-10.305078646200672
0,76,-10.691326413673034,0.21969365900354404,-10.95983851150705,-10.305078646200672
0,77,-10.691326413673034,0.21969365900354404,-10.95983851150705,-10.305078646200672
0,78,-10.704592284530253,0.22710823065942568,-10.95983851150705,-10.305078646200672
0,79,-10.704592284530253,0.22710823065942568,-10.95983851150705,-10.305078646200672
0,80,-10.704592284530253,0.22710823065942568,-10.95983851150705,-10.305078646200672
0,81,-10.704592284530253,0.22710823065942568,-10.95983851150705,-10.305078646200672
0,82,-10.704592284530253,0.22710823065942568,-10.95983851150705,-10.305078646200672
0,83,-10.709574889023168,0.2328541084414351,-10.984751533971634,-10.305078646200672
0,84,-10.709574889023168,0.2328541084414351,-10.984751533971634,-10.305078646200672
0,85,-10.709574889023168,0.2328541084414351,-10.984751533971634,-10.305078646200672
0,86,-10.709574889023168,0.2328541084414351,-10.984751533971634,-10.305078646200672
0,87,-10.709574889023168,0.2328541084414351,-10.984751533971634,-10.305078646200672
0,88,-10.709574889023168,0.2328541084414351,-10.984751533971634,-10.305078646200672
0,89,-10.709574889023168,0.2328541084414351,-10.984751533971634,-10.305078646200672
0,90,-10.709574889023168,0.2328541084414351,-10.984751533971634,-10.305078646200672
0,91,-10.709574889023168,0.2328541084414351,-10.984751533971634,-10.305078646200672
0,92,-10.709574889023168,0.2328541084414351,-10.984751533971634,-10.305078646200672
0,93,-10.747636003643962,0.2845394335614355,-11.175057107075604,-10.305078646200672
0,94,-10.747636003643962,0.2845394335614355,-11.175057107075604,-10.305078646200672
0,95,-10.747636003643962,0.2845394335614355,-11.175057107075604,-10.305078646200672
0,96,-10.747636003643962,0.2845394335614355,-11.175057107075604,-10.305078646200672
0,97,-10.747636003643962,0.2845394335614355,-11.175057107075604,-10.305078646200672
0,98,-10.747636003643962,0.2845394335614355,-11.175057107075604,-10.305078646200672
0,99,-10.750730006432173,0.2857821900322142,-11.175057107075604,-10.305078646200672
0,100,-10.750730006432173,0.2857821900322142,-11.175057107075604,-10.305078646200672
0,101,-10.792784585588606,0.35275431384487166,-11.385330002857774,-10.305078646200672
0,102,-10.792784585588606,0.35275431384487166,-11.385330002857774,-10.305078646200672
0,103,-10.792784585588606,0.35275431384487166,-11.385330002857774,-10.305078646200672
0,104,-10.792784585588606,0.35275431384487166,-11.385330002857774,-10.305078646200672
0,105,-10.792784585588606,0.35275431384487166,-11.385330002857774,-10.305078646200672
0,106,-10.792784585588606,0.35275431384487166,-11.385330002857774,-10.305078646200672
0,107,-10.792784585588606,0.35275431384487166,-11.385330002857774,-10.305078646200672
0,108,-10.817124318721579,0.3447682321375038,-11.385330002857774,-10.305078646200672
0,109,-10.817124318721579,0.3447682321375038,-11.385330002857774,-10.305078646200672
0,110,-10.817124318721579,0.3447682321375038,-11.385330002857774,-10.305078646200672
0,111,-10.817124318721579,0.3447682321375038,-11.385330002857774,-10.305078646200672
0,112,-10.817124318721579,0.3447682321375038,-11.385330002857774,-10.305078646200672
0,113,-10.817124318721579,0.3447682321375038,-11.385330002857774,-10.305078646200672
0,114,-10.817124318721579,0.3447682321375038,-11.385330002857774,-10.305078646200672
0,115,-10.817124318721579,0.3447682321375038,-11.385330002857774,-10.305078646200672
0,116,-10.817124318721579,0.3447682321375038,-11.385330002857774,-10.305078646200672
0,117,-10.817124318721579,0.3447682321375038,-11.385330002857774,-10.305078646200672
0,118,-10.817124318721579,0.3447682321375038,-11.385330002857774,-10.305078646200672
0,119,-10.873082496797359,0.4415675649077807,-11.665120893236667,-10.305078646200672
0,120,-10.873082496797359,0.4415675649077807,-11.665120893236667,-10.305078646200672
0,121,-10.873082496797359,0.4415675649077807,-11.665120893236667,-10.305078646200672
0,122,-10.873082496797359,0.4415675649077807,-11.665120893236667,-10.305078646200672
0,123,-10.873082496797359,0.4415675649077807,-11.665120893236667,-10.305078646200672
0,124,-10.873082496797359,0.4415675649077807,-11.665120893236667,-10.305078646200672
0,125,-10.873082496797359,0.4415675649077807,-11.665120893236667,-10.305078646200672
0,126,-10.873082496797359,0.4415675649077807,-11.665120893236667,-10.305078646200672
0,127,-10.873082496797359,0.4415675649077807,-11.665120893236667,-10.305078646200672
0,128,-10.873082496797359,0.4415675649077807,-11.665120893236667,-10.305078646200672
0,129,-10.873082496797359,0.4415675649077807,-11.665120893236667,-10.305078646200672
