,binding E,GCN,CN1,CN2,ratio surface,GCN mean,CN1 mean,CN2 mean
0,-1.6366599999999998,3.0,4.0,0.0,0.9411764705882353,4.416666666666667,5.294117647058823,1.2941176470588236
1,-1.47235,2.6666666666666665,3.0,1.0,0.8823529411764706,4.647058823529412,5.411764705882353,1.2941176470588236
2,-1.6353500000000003,4.083333333333333,6.0,1.0,0.8823529411764706,4.715686274509804,5.411764705882353,1.5294117647058822
3,-1.6395500000000005,3.5833333333333335,8.0,2.0,0.9411764705882353,4.392156862745098,5.176470588235294,1.411764705882353
4,-1.6353500000000003,3.3333333333333335,5.0,1.0,0.9411764705882353,4.4068627450980395,5.411764705882353,1.2941176470588236
5,-1.6366599999999998,3.5833333333333335,4.0,0.0,,,,
6,-1.6395500000000005,4.916666666666667,8.0,2.0,,,,
7,-1.78275,5.75,9.0,0.0,,,,
8,-1.4801500000000005,3.75,4.0,1.0,,,,
9,-1.47235,4.666666666666667,3.0,1.0,,,,
10,-1.6353500000000003,5.0,5.0,1.0,,,,
11,-1.4801500000000005,4.5,4.0,1.0,,,,
12,-1.8209999999999997,5.166666666666667,5.0,2.0,,,,
13,-1.8209999999999997,3.5,5.0,2.0,,,,
14,-1.8209999999999997,6.25,7.0,3.0,,,,
15,-1.8209999999999997,5.666666666666667,5.0,2.0,,,,
16,-1.8209999999999997,5.666666666666667,5.0,2.0,,,,
17,-1.635393333333333,2.4166666666666665,3.0,0.0,,,,
18,-1.635393333333333,2.0,3.0,0.0,,,,
19,-1.6353500000000003,4.083333333333333,5.0,1.0,,,,
20,-1.6395500000000005,2.4166666666666665,7.0,2.0,,,,
21,-1.6353500000000003,2.6666666666666665,5.0,1.0,,,,
22,-1.4801500000000005,3.5,4.0,1.0,,,,
23,-1.6353500000000003,5.416666666666667,9.0,1.0,,,,
24,-1.6353500000000003,5.75,9.0,1.0,,,,
25,-1.4801500000000005,3.8333333333333335,4.0,1.0,,,,
26,-1.4801500000000005,5.666666666666667,4.0,1.0,,,,
27,-1.6353500000000003,5.75,6.0,1.0,,,,
28,-1.4801500000000005,5.166666666666667,4.0,1.0,,,,
29,-1.8209999999999997,5.916666666666667,5.0,2.0,,,,
30,-1.8209999999999997,6.666666666666667,7.0,3.0,,,,
31,-1.8209999999999997,5.916666666666667,5.0,2.0,,,,
32,-1.8209999999999997,5.916666666666667,6.0,2.0,,,,
33,-1.8209999999999997,5.916666666666667,6.0,2.0,,,,
34,-1.4801500000000005,3.3333333333333335,4.0,1.0,,,,
35,-1.6353500000000003,3.9166666666666665,5.0,1.0,,,,
36,-1.47235,2.8333333333333335,3.0,1.0,,,,
37,-1.4801500000000005,3.6666666666666665,4.0,1.0,,,,
38,-1.6353500000000003,3.6666666666666665,9.0,1.0,,,,
39,-1.6353500000000003,4.916666666666667,8.0,1.0,,,,
40,-1.47235,3.75,3.0,1.0,,,,
41,-1.6395500000000005,6.083333333333333,5.0,2.0,,,,
42,-1.6353500000000003,6.25,9.0,1.0,,,,
43,-1.6353500000000003,4.5,5.0,1.0,,,,
44,-1.4801500000000005,4.25,4.0,1.0,,,,
45,-1.4801500000000005,4.75,4.0,1.0,,,,
46,-1.8209999999999997,5.083333333333333,5.0,2.0,,,,
47,-1.8209999999999997,5.916666666666667,6.0,3.0,,,,
48,-1.8209999999999997,6.083333333333333,7.0,3.0,,,,
49,-1.8209999999999997,6.0,6.0,3.0,,,,
50,-1.8209999999999997,5.166666666666667,5.0,2.0,,,,
51,-1.6366599999999998,2.6666666666666665,4.0,0.0,,,,
52,-1.4899500000000003,3.75,4.0,2.0,,,,
53,-1.6366599999999998,3.5833333333333335,4.0,0.0,,,,
54,-1.4801500000000005,2.8333333333333335,4.0,1.0,,,,
55,-1.6353500000000003,3.5833333333333335,8.0,1.0,,,,
56,-1.6353500000000003,4.666666666666667,8.0,1.0,,,,
57,-1.4801500000000005,4.0,4.0,1.0,,,,
58,-1.6395500000000005,5.25,5.0,2.0,,,,
59,-1.78275,5.583333333333333,9.0,0.0,,,,
60,-1.6395500000000005,4.75,5.0,2.0,,,,
61,-1.4801500000000005,4.083333333333333,4.0,1.0,,,,
62,-1.4801500000000005,4.666666666666667,4.0,1.0,,,,
63,-1.6928699999999992,4.416666666666667,4.0,2.0,,,,
64,-1.6928699999999992,4.416666666666667,4.0,2.0,,,,
65,-1.8209999999999997,5.666666666666667,6.0,3.0,,,,
66,-1.8209999999999997,5.833333333333333,6.0,3.0,,,,
67,-1.8209999999999997,4.916666666666667,5.0,2.0,,,,
68,-1.635393333333333,3.3333333333333335,3.0,0.0,,,,
69,-1.47235,3.3333333333333335,3.0,1.0,,,,
70,-1.6353500000000003,3.3333333333333335,7.0,1.0,,,,
