,binding E,GCN,CN1,CN2,ratio surface,GCN mean,CN1 mean,CN2 mean
0,-1.4743500000000003,3.5833333333333335,4.0,1.0,0.8947368421052632,5.210526315789474,5.578947368421052,1.4736842105263157
1,-1.6329500000000003,5.166666666666667,5.0,2.0,0.8947368421052632,5.1008771929824555,5.578947368421052,1.263157894736842
2,-1.4743500000000003,5.5,4.0,1.0,0.8421052631578947,5.12719298245614,5.578947368421052,1.6842105263157894
3,-1.4743500000000003,3.75,4.0,1.0,0.8421052631578947,5.214912280701754,5.578947368421052,1.5789473684210527
4,-1.6287500000000004,4.75,9.0,1.0,0.8947368421052632,4.947368421052633,5.473684210526316,1.4736842105263157
5,-1.6329500000000003,6.75,9.0,2.0,0.9473684210526315,4.600877192982455,5.2631578947368425,1.368421052631579
6,-1.6287500000000004,5.5,6.0,1.0,0.9473684210526315,4.802631578947368,5.368421052631579,1.368421052631579
7,-1.4743500000000003,5.916666666666667,4.0,1.0,0.8947368421052632,4.94298245614035,5.368421052631579,1.263157894736842
8,-1.6287500000000004,6.833333333333333,7.0,1.0,0.8947368421052632,5.276315789473683,5.684210526315789,1.5789473684210527
9,-1.6287500000000004,5.333333333333333,8.0,1.0,0.8947368421052632,5.37719298245614,5.684210526315789,1.4736842105263157
10,-1.6330599999999997,4.583333333333333,4.0,0.0,0.8947368421052632,5.464912280701755,5.7894736842105265,1.5789473684210527
11,-1.46875,5.0,3.0,1.0,0.8947368421052632,5.109649122807018,5.578947368421052,1.4736842105263157
12,-1.46875,3.8333333333333335,3.0,1.0,0.8947368421052632,5.004385964912281,5.368421052631579,1.4736842105263157
13,-1.8209999999999997,4.666666666666667,5.0,2.0,0.8947368421052632,5.3508771929824555,5.578947368421052,1.5789473684210527
14,-1.8209999999999997,6.0,7.0,3.0,0.8947368421052632,5.232456140350878,5.578947368421052,1.5789473684210527
15,-1.8209999999999997,4.916666666666667,6.0,2.0,0.8947368421052632,5.026315789473684,5.473684210526316,1.368421052631579
16,-1.8209999999999997,5.666666666666667,6.0,2.0,0.8947368421052632,4.973684210526315,5.473684210526316,1.368421052631579
17,-1.8209999999999997,6.166666666666667,7.0,3.0,0.8947368421052632,4.991228070175438,5.473684210526316,1.368421052631579
18,-1.8209999999999997,5.083333333333333,5.0,2.0,1.0,4.407894736842105,5.052631578947368,1.263157894736842
19,-1.6339933333333332,2.75,3.0,0.0,0.8947368421052632,4.982456140350878,5.473684210526316,1.368421052631579
20,-1.6339933333333332,2.4166666666666665,3.0,0.0,1.0,4.5131578947368425,5.052631578947368,1.0526315789473684
21,-1.6287500000000004,4.333333333333333,5.0,1.0,1.0,4.223684210526317,4.947368421052632,1.1578947368421053
22,-1.6329500000000003,4.25,7.0,2.0,0.9473684210526315,4.5131578947368425,5.157894736842105,1.263157894736842
23,-1.6287500000000004,5.166666666666667,5.0,1.0,0.9473684210526315,4.442982456140351,5.157894736842105,1.263157894736842
24,-1.4743500000000003,4.25,4.0,1.0,0.9473684210526315,4.587719298245613,5.157894736842105,1.1578947368421053
25,-1.6287500000000004,5.416666666666667,9.0,1.0,0.9473684210526315,4.675438596491227,5.157894736842105,1.1578947368421053
26,-1.6329500000000003,7.25,9.0,2.0,1.0,4.144736842105263,4.842105263157895,1.1578947368421053
27,-1.6287500000000004,5.666666666666667,6.0,1.0,1.0,4.030701754385966,4.842105263157895,0.9473684210526315
28,-1.4743500000000003,5.916666666666667,4.0,1.0,1.0,4.171052631578948,4.842105263157895,1.0526315789473684
29,-1.6287500000000004,6.916666666666667,6.0,1.0,1.0,3.8815789473684204,4.7368421052631575,1.0526315789473684
30,-1.6287500000000004,5.25,6.0,1.0,1.0,3.973684210526316,4.7368421052631575,0.9473684210526315
31,-1.6339933333333332,4.166666666666667,3.0,0.0,1.0,3.9649122807017543,4.7368421052631575,0.9473684210526315
32,-1.8209999999999997,5.083333333333333,5.0,2.0,1.0,4.342105263157896,4.947368421052632,1.1578947368421053
33,-1.8209999999999997,6.583333333333333,7.0,3.0,1.0,3.9692982456140355,4.7368421052631575,0.9473684210526315
34,-1.8209999999999997,5.166666666666667,6.0,2.0,1.0,4.035087719298245,4.842105263157895,1.0526315789473684
35,-1.8209999999999997,5.666666666666667,6.0,2.0,1.0,4.048245614035088,4.7368421052631575,1.0526315789473684
36,-1.8209999999999997,6.083333333333333,7.0,2.0,1.0,3.8421052631578956,4.7368421052631575,0.9473684210526315
37,-1.8017999999999994,4.583333333333333,5.0,1.0,1.0,4.013157894736842,4.842105263157895,1.0526315789473684
38,-1.4743500000000003,3.5833333333333335,4.0,1.0,1.0,3.7763157894736836,4.631578947368421,0.9473684210526315
39,-1.6329500000000003,4.666666666666667,5.0,2.0,1.0,3.973684210526316,4.7368421052631575,1.1578947368421053
40,-1.4743500000000003,4.583333333333333,4.0,1.0,1.0,4.083333333333334,4.7368421052631575,1.263157894736842
41,-1.4743500000000003,3.8333333333333335,4.0,1.0,1.0,3.078947368421053,4.0,1.1578947368421053
42,-1.6287500000000004,4.333333333333333,9.0,1.0,0.9473684210526315,4.258771929824562,4.947368421052632,1.263157894736842
43,-1.6287500000000004,5.666666666666667,9.0,1.0,0.8947368421052632,4.416666666666667,4.842105263157895,1.368421052631579
44,-1.4743500000000003,5.0,4.0,1.0,1.0,1.6140350877192982,3.3684210526315788,0.5263157894736842
45,-1.6329500000000003,6.416666666666667,5.0,2.0,,,,
46,-1.6287500000000004,6.75,9.0,1.0,,,,
47,-1.6329500000000003,5.25,5.0,2.0,,,,
48,-1.4841500000000005,4.583333333333333,4.0,2.0,,,,
49,-1.6287500000000004,5.083333333333333,5.0,1.0,,,,
50,-1.8209999999999997,5.416666666666667,5.0,2.0,,,,
51,-1.8209999999999997,6.333333333333333,7.0,3.0,,,,
52,-1.8209999999999997,4.833333333333333,5.0,2.0,,,,
53,-1.8209999999999997,7.0,7.0,3.0,,,,
54,-1.8209999999999997,7.166666666666667,7.0,3.0,,,,
55,-1.8209999999999997,5.416666666666667,6.0,2.0,,,,
56,-1.7034366666666665,1.5,2.0,1.0,,,,
57,-1.4743500000000003,3.5833333333333335,4.0,1.0,,,,
58,-1.6329500000000003,4.75,5.0,2.0,,,,
59,-1.4743500000000003,4.666666666666667,4.0,1.0,,,,
60,-1.4743500000000003,3.8333333333333335,4.0,1.0,,,,
61,-1.6287500000000004,4.416666666666667,9.0,1.0,,,,
62,-1.6287500000000004,5.75,9.0,1.0,,,,
63,-1.4743500000000003,5.083333333333333,4.0,1.0,,,,
64,-1.6329500000000003,6.416666666666667,5.0,2.0,,,,
65,-1.6287500000000004,6.75,9.0,1.0,,,,
66,-1.6329500000000003,5.166666666666667,6.0,2.0,,,,
67,-1.4743500000000003,4.5,4.0,1.0,,,,
68,-1.6287500000000004,5.083333333333333,5.0,1.0,,,,
69,-1.856593333333333,3.25,2.0,0.0,,,,
70,-1.8209999999999997,5.333333333333333,5.0,2.0,,,,
71,-1.8209999999999997,6.333333333333333,7.0,3.0,,,,
72,-1.8209999999999997,4.833333333333333,5.0,2.0,,,,
73,-1.8209999999999997,6.833333333333333,7.0,3.0,,,,
74,-1.8209999999999997,7.0,7.0,3.0,,,,
75,-1.8209999999999997,5.5,5.0,2.0,,,,
76,-1.4743500000000003,3.3333333333333335,4.0,1.0,,,,
77,-1.6287500000000004,4.416666666666667,5.0,1.0,,,,
78,-1.46875,3.75,3.0,1.0,,,,
79,-1.4743500000000003,3.5833333333333335,4.0,1.0,,,,
80,-1.6287500000000004,4.083333333333333,9.0,1.0,,,,
81,-1.6329500000000003,6.5,8.0,2.0,,,,
82,-1.6287500000000004,4.75,5.0,1.0,,,,
83,-1.4743500000000003,5.833333333333333,4.0,1.0,,,,
84,-1.6329500000000003,7.0,7.0,2.0,,,,
85,-1.77835,6.0,9.0,0.0,,,,
86,-1.4743500000000003,4.416666666666667,4.0,1.0,,,,
87,-1.4743500000000003,5.333333333333333,4.0,1.0,,,,
88,-1.4743500000000003,4.166666666666667,4.0,1.0,,,,
89,-1.8209999999999997,4.5,5.0,2.0,,,,
90,-1.8209999999999997,5.833333333333333,6.0,3.0,,,,
91,-1.8209999999999997,5.5,6.0,2.0,,,,
92,-1.8209999999999997,6.166666666666667,7.0,3.0,,,,
93,-1.8209999999999997,4.666666666666667,5.0,2.0,,,,
94,-1.8209999999999997,4.166666666666667,5.0,2.0,,,,
95,-1.46875,2.6666666666666665,3.0,1.0,,,,
96,-1.77835,3.6666666666666665,5.0,0.0,,,,
97,-1.46875,3.5833333333333335,3.0,1.0,,,,
98,-1.46875,2.4166666666666665,3.0,1.0,,,,
99,-1.6287500000000004,3.4166666666666665,8.0,1.0,,,,
100,-1.6329500000000003,5.833333333333333,8.0,2.0,,,,
101,-1.6287500000000004,4.75,5.0,1.0,,,,
102,-1.77835,5.083333333333333,5.0,0.0,,,,
103,-1.6329500000000003,6.25,8.0,2.0,,,,
104,-1.77835,6.083333333333333,9.0,0.0,,,,
105,-1.4743500000000003,4.583333333333333,4.0,1.0,,,,
106,-1.46875,4.25,3.0,1.0,,,,
107,-1.6287500000000004,5.333333333333333,5.0,1.0,,,,
