,binding E,GCN,CN1,CN2,ratio surface,GCN mean,CN1 mean,CN2 mean
0,-1.46875,3.25,3.0,1.0,0.9047619047619048,5.761904761904762,5.714285714285714,1.5238095238095237
1,-1.4743500000000003,5.0,4.0,1.0,0.9047619047619048,5.587301587301587,5.523809523809524,1.5238095238095237
2,-1.46875,4.666666666666667,3.0,1.0,0.9047619047619048,5.702380952380953,5.619047619047619,1.619047619047619
3,-1.6330599999999997,3.9166666666666665,4.0,0.0,0.8571428571428571,5.742063492063492,5.714285714285714,1.619047619047619
4,-1.6287500000000004,6.416666666666667,8.0,1.0,0.9047619047619048,5.476190476190477,5.523809523809524,1.4285714285714286
5,-1.6287500000000004,6.75,8.0,1.0,0.9047619047619048,5.916666666666666,5.714285714285714,1.5238095238095237
6,-1.6287500000000004,5.583333333333333,6.0,1.0,0.9047619047619048,5.51984126984127,5.523809523809524,1.5238095238095237
7,-1.6287500000000004,6.166666666666667,6.0,1.0,0.9047619047619048,5.928571428571428,5.714285714285714,1.4285714285714286
8,-1.6329500000000003,7.666666666666667,9.0,2.0,0.9047619047619048,5.940476190476191,5.619047619047619,1.4285714285714286
9,-1.6329500000000003,6.333333333333333,9.0,2.0,0.9523809523809523,5.5436507936507935,5.428571428571429,1.3333333333333333
10,-1.6287500000000004,5.666666666666667,5.0,1.0,0.9047619047619048,5.571428571428572,5.523809523809524,1.4285714285714286
11,-1.4743500000000003,5.75,4.0,1.0,0.9523809523809523,4.845238095238095,5.238095238095238,1.2380952380952381
12,-1.6329500000000003,5.916666666666667,5.0,2.0,0.9523809523809523,4.896825396825397,5.238095238095238,1.2380952380952381
13,-1.4743500000000003,5.416666666666667,4.0,1.0,0.9523809523809523,5.571428571428571,5.428571428571429,1.3333333333333333
14,-1.8209999999999997,6.083333333333333,5.0,2.0,0.9523809523809523,5.750000000000001,5.523809523809524,1.4285714285714286
15,-1.8209999999999997,6.333333333333333,7.0,3.0,0.9523809523809523,5.488095238095238,5.333333333333333,1.4285714285714286
16,-1.8209999999999997,6.583333333333333,7.0,3.0,0.9523809523809523,5.432539682539683,5.333333333333333,1.3333333333333333
17,-1.8209999999999997,5.666666666666667,6.0,2.0,0.9523809523809523,5.30952380952381,5.333333333333333,1.3333333333333333
18,-1.8209999999999997,6.666666666666667,7.0,3.0,0.9523809523809523,5.555555555555555,5.428571428571429,1.3333333333333333
19,-1.8209999999999997,6.416666666666667,6.0,2.0,0.9523809523809523,5.507936507936508,5.333333333333333,1.3333333333333333
